GOTeDNA_ID,GOTeDNA_version,basisOfRecord,replicate,materialSampleID,eventID,recordedBy,target_gene,target_subfragment,scientificName,taxonID,kingdom,phylum,class,order,family,genus,occurrenceID,occurrenceStatus,quantificationCycle,concentrationUnit,concentration,pcr_primer_lod,thresholdQuantificationCycle,baselineValue
11,,MaterialSample,1,ME-23F-2010,11-ME-23F-2010-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2010-1-Cmae,,,copies/L,1135.12992,3.09,,
11,,MaterialSample,2,ME-23F-2010,11-ME-23F-2010-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2010-2-Cmae,,,copies/L,1595.662093,3.09,,
11,,MaterialSample,3,ME-23F-2010,11-ME-23F-2010-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2010-3-Cmae,,,copies/L,1484.621733,3.09,,
11,,MaterialSample,1,ME-23F-2011,11-ME-23F-2011-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2011-1-Cmae,,,copies/L,5034.416999,3.09,,
11,,MaterialSample,2,ME-23F-2011,11-ME-23F-2011-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2011-2-Cmae,,,copies/L,3792.046515,3.09,,
11,,MaterialSample,3,ME-23F-2011,11-ME-23F-2011-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2011-3-Cmae,,,copies/L,3715.470669,3.09,,
11,,MaterialSample,1,ME-23F-2012,11-ME-23F-2012-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2012-1-Cmae,,,copies/L,569.3935598,3.09,,
11,,MaterialSample,2,ME-23F-2012,11-ME-23F-2012-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2012-2-Cmae,,,copies/L,554.7773593,3.09,,
11,,MaterialSample,3,ME-23F-2012,11-ME-23F-2012-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2012-3-Cmae,,,copies/L,411.3827915,3.09,,
11,,MaterialSample,1,ME-23F-2013,11-ME-23F-2013-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2013-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2013,11-ME-23F-2013-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2013-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2013,11-ME-23F-2013-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2013-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2014,11-ME-23F-2014-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2014-1-Cmae,,,copies/L,4477.717688,3.09,,
11,,MaterialSample,2,ME-23F-2014,11-ME-23F-2014-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2014-2-Cmae,,,copies/L,4444.094463,3.09,,
11,,MaterialSample,3,ME-23F-2014,11-ME-23F-2014-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2014-3-Cmae,,,copies/L,5983.279214,3.09,,
11,,MaterialSample,1,ME-23F-2015,11-ME-23F-2015-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2015-1-Cmae,,,copies/L,2409.793807,3.09,,
11,,MaterialSample,2,ME-23F-2015,11-ME-23F-2015-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2015-2-Cmae,,,copies/L,2422.817863,3.09,,
11,,MaterialSample,3,ME-23F-2015,11-ME-23F-2015-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2015-3-Cmae,,,copies/L,3084.662764,3.09,,
11,,MaterialSample,1,ME-23F-2016,11-ME-23F-2016-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2016-1-Cmae,,,copies/L,3733.72928,3.09,,
11,,MaterialSample,2,ME-23F-2016,11-ME-23F-2016-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2016-2-Cmae,,,copies/L,2524.736012,3.09,,
11,,MaterialSample,3,ME-23F-2016,11-ME-23F-2016-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2016-3-Cmae,,,copies/L,3271.084463,3.09,,
11,,MaterialSample,1,ME-23F-2017,11-ME-23F-2017-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2017-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2017,11-ME-23F-2017-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2017-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2017,11-ME-23F-2017-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2017-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2018,11-ME-23F-2018-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2018-1-Cmae,,,copies/L,846.6857253,3.09,,
11,,MaterialSample,2,ME-23F-2018,11-ME-23F-2018-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2018-2-Cmae,,,copies/L,928.0195592,3.09,,
11,,MaterialSample,3,ME-23F-2018,11-ME-23F-2018-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2018-3-Cmae,,,copies/L,1227.225438,3.09,,
11,,MaterialSample,1,ME-23F-2019,11-ME-23F-2019-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2019-1-Cmae,,,copies/L,1838.937796,3.09,,
11,,MaterialSample,2,ME-23F-2019,11-ME-23F-2019-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2019-2-Cmae,,,copies/L,1873.894432,3.09,,
11,,MaterialSample,3,ME-23F-2019,11-ME-23F-2019-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2019-3-Cmae,,,copies/L,1637.452856,3.09,,
11,,MaterialSample,1,ME-23F-2020,11-ME-23F-2020-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2020-1-Cmae,,,copies/L,2825.676537,3.09,,
11,,MaterialSample,2,ME-23F-2020,11-ME-23F-2020-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2020-2-Cmae,,,copies/L,2470.872558,3.09,,
11,,MaterialSample,3,ME-23F-2020,11-ME-23F-2020-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2020-3-Cmae,,,copies/L,2655.815073,3.09,,
11,,MaterialSample,1,ME-23F-2021,11-ME-23F-2021-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2021-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2021,11-ME-23F-2021-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2021-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2021,11-ME-23F-2021-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2021-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2022,11-ME-23F-2022-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2022-1-Cmae,,,copies/L,1505.516223,3.09,,
11,,MaterialSample,2,ME-23F-2022,11-ME-23F-2022-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2022-2-Cmae,,,copies/L,1102.019283,3.09,,
11,,MaterialSample,3,ME-23F-2022,11-ME-23F-2022-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2022-3-Cmae,,,copies/L,1312.401763,3.09,,
11,,MaterialSample,1,ME-23F-2023,11-ME-23F-2023-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2023-1-Cmae,,,copies/L,6373.526292,3.09,,
11,,MaterialSample,2,ME-23F-2023,11-ME-23F-2023-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2023-2-Cmae,,,copies/L,6280.355054,3.09,,
11,,MaterialSample,3,ME-23F-2023,11-ME-23F-2023-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2023-3-Cmae,,,copies/L,6240.985373,3.09,,
11,,MaterialSample,1,ME-23F-2024,11-ME-23F-2024-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2024-1-Cmae,,,copies/L,1129.677626,3.09,,
11,,MaterialSample,2,ME-23F-2024,11-ME-23F-2024-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2024-2-Cmae,,,copies/L,1968.431309,3.09,,
11,,MaterialSample,3,ME-23F-2024,11-ME-23F-2024-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2024-3-Cmae,,,copies/L,1679.119244,3.09,,
11,,MaterialSample,1,ME-23F-2025,11-ME-23F-2025-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2025-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2025,11-ME-23F-2025-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2025-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2025,11-ME-23F-2025-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2025-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2026,11-ME-23F-2026-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2026-1-Cmae,,,copies/L,5192.090834,3.09,,
11,,MaterialSample,2,ME-23F-2026,11-ME-23F-2026-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2026-2-Cmae,,,copies/L,3188.901704,3.09,,
11,,MaterialSample,3,ME-23F-2026,11-ME-23F-2026-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2026-3-Cmae,,,copies/L,3469.874007,3.09,,
11,,MaterialSample,1,ME-23F-2027,11-ME-23F-2027-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2027-1-Cmae,,,copies/L,1929.377496,3.09,,
11,,MaterialSample,2,ME-23F-2027,11-ME-23F-2027-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2027-2-Cmae,,,copies/L,1285.826847,3.09,,
11,,MaterialSample,3,ME-23F-2027,11-ME-23F-2027-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2027-3-Cmae,,,copies/L,1711.724268,3.09,,
11,,MaterialSample,1,ME-23F-2028,11-ME-23F-2028-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2028-1-Cmae,,,copies/L,1384.976071,3.09,,
11,,MaterialSample,2,ME-23F-2028,11-ME-23F-2028-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2028-2-Cmae,,,copies/L,1672.234332,3.09,,
11,,MaterialSample,3,ME-23F-2028,11-ME-23F-2028-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2028-3-Cmae,,,copies/L,1893.106671,3.09,,
11,,MaterialSample,1,ME-23F-2029,11-ME-23F-2029-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2029-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2029,11-ME-23F-2029-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2029-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2029,11-ME-23F-2029-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2029-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2030,11-ME-23F-2030-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2030-1-Cmae,,,copies/L,1156.034986,3.09,,
11,,MaterialSample,2,ME-23F-2030,11-ME-23F-2030-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2030-2-Cmae,,,copies/L,873.3718111,3.09,,
11,,MaterialSample,3,ME-23F-2030,11-ME-23F-2030-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2030-3-Cmae,,,copies/L,1364.955976,3.09,,
11,,MaterialSample,1,ME-23F-2031,11-ME-23F-2031-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2031-1-Cmae,,,copies/L,927.7920445,3.09,,
11,,MaterialSample,2,ME-23F-2031,11-ME-23F-2031-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2031-2-Cmae,,,copies/L,1210.108335,3.09,,
11,,MaterialSample,3,ME-23F-2031,11-ME-23F-2031-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2031-3-Cmae,,,copies/L,1288.840036,3.09,,
11,,MaterialSample,1,ME-23F-2032,11-ME-23F-2032-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2032-1-Cmae,,,copies/L,294.9164007,3.09,,
11,,MaterialSample,2,ME-23F-2032,11-ME-23F-2032-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2032-2-Cmae,,,copies/L,268.5298964,3.09,,
11,,MaterialSample,3,ME-23F-2032,11-ME-23F-2032-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2032-3-Cmae,,,copies/L,222.7597207,3.09,,
11,,MaterialSample,1,ME-23F-2033,11-ME-23F-2033-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2033-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2033,11-ME-23F-2033-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2033-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2033,11-ME-23F-2033-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2033-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,ME-23F-2034,11-ME-23F-2034-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2034-1-Cmae,,,copies/L,9735.788344,3.09,,
11,,MaterialSample,2,ME-23F-2034,11-ME-23F-2034-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2034-2-Cmae,,,copies/L,8444.68278,3.09,,
11,,MaterialSample,3,ME-23F-2034,11-ME-23F-2034-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2034-3-Cmae,,,copies/L,10257.04183,3.09,,
11,,MaterialSample,1,ME-23F-2035,11-ME-23F-2035-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2035-1-Cmae,,,copies/L,2970.115213,3.09,,
11,,MaterialSample,2,ME-23F-2035,11-ME-23F-2035-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2035-2-Cmae,,,copies/L,2690.155244,3.09,,
11,,MaterialSample,3,ME-23F-2035,11-ME-23F-2035-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2035-3-Cmae,,,copies/L,2945.582917,3.09,,
11,,MaterialSample,1,ME-23F-2036,11-ME-23F-2036-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2036-1-Cmae,,,copies/L,2698.850976,3.09,,
11,,MaterialSample,2,ME-23F-2036,11-ME-23F-2036-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2036-2-Cmae,,,copies/L,2705.13177,3.09,,
11,,MaterialSample,3,ME-23F-2036,11-ME-23F-2036-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2036-3-Cmae,,,copies/L,2887.718128,3.09,,
11,,MaterialSample,1,ME-23F-2037,11-ME-23F-2037-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2037-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,ME-23F-2037,11-ME-23F-2037-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2037-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,ME-23F-2037,11-ME-23F-2037-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-ME-23F-2037-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,PEI-23F-0108,11-PEI-23F-0108-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0108-1-Cmae,,,copies/L,18.90067479,3.09,,
11,,MaterialSample,2,PEI-23F-0108,11-PEI-23F-0108-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0108-2-Cmae,,,copies/L,90.44260952,3.09,,
11,,MaterialSample,3,PEI-23F-0108,11-PEI-23F-0108-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0108-3-Cmae,,,copies/L,46.35388948,3.09,,
11,,MaterialSample,1,PEI-23F-0109,11-PEI-23F-0109-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0109-1-Cmae,,,copies/L,118.1234642,3.09,,
11,,MaterialSample,2,PEI-23F-0109,11-PEI-23F-0109-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0109-2-Cmae,,,copies/L,182.8311913,3.09,,
11,,MaterialSample,3,PEI-23F-0109,11-PEI-23F-0109-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0109-3-Cmae,,,copies/L,167.9356457,3.09,,
11,,MaterialSample,1,PEI-23F-0110,11-PEI-23F-0110-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0110-1-Cmae,,,copies/L,205.6344126,3.09,,
11,,MaterialSample,2,PEI-23F-0110,11-PEI-23F-0110-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0110-2-Cmae,,,copies/L,195.1107041,3.09,,
11,,MaterialSample,3,PEI-23F-0110,11-PEI-23F-0110-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0110-3-Cmae,,,copies/L,240.7292286,3.09,,
11,,MaterialSample,1,PEI-23F-0111,11-PEI-23F-0111-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0111-1-Cmae,,,copies/L,390.0047768,3.09,,
11,,MaterialSample,2,PEI-23F-0111,11-PEI-23F-0111-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0111-2-Cmae,,,copies/L,370.5976144,3.09,,
11,,MaterialSample,3,PEI-23F-0111,11-PEI-23F-0111-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0111-3-Cmae,,,copies/L,212.0424794,3.09,,
11,,MaterialSample,1,PEI-23F-0112,11-PEI-23F-0112-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0112-1-Cmae,,,copies/L,153.2048769,3.09,,
11,,MaterialSample,2,PEI-23F-0112,11-PEI-23F-0112-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0112-2-Cmae,,,copies/L,247.7219671,3.09,,
11,,MaterialSample,3,PEI-23F-0112,11-PEI-23F-0112-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0112-3-Cmae,,,copies/L,65.17187368,3.09,,
11,,MaterialSample,1,PEI-23F-0113,11-PEI-23F-0113-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0113-1-Cmae,,,copies/L,374.1883505,3.09,,
11,,MaterialSample,2,PEI-23F-0113,11-PEI-23F-0113-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0113-2-Cmae,,,copies/L,180.2307554,3.09,,
11,,MaterialSample,3,PEI-23F-0113,11-PEI-23F-0113-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0113-3-Cmae,,,copies/L,237.0991864,3.09,,
11,,MaterialSample,1,PEI-23F-0114,11-PEI-23F-0114-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0114-1-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,2,PEI-23F-0114,11-PEI-23F-0114-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0114-2-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,3,PEI-23F-0114,11-PEI-23F-0114-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0114-3-Cmae,,,copies/L,0,3.09,,
11,,MaterialSample,1,PEI-23F-0115,11-PEI-23F-0115-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0115-1-Cmae,,,copies/L,163.7293792,3.09,,
11,,MaterialSample,2,PEI-23F-0115,11-PEI-23F-0115-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0115-2-Cmae,,,copies/L,171.2830866,3.09,,
11,,MaterialSample,3,PEI-23F-0115,11-PEI-23F-0115-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0115-3-Cmae,,,copies/L,167.4152443,3.09,,
11,,MaterialSample,1,PEI-23F-0116,11-PEI-23F-0116-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0116-1-Cmae,,,copies/L,156.5914582,3.09,,
11,,MaterialSample,2,PEI-23F-0116,11-PEI-23F-0116-2,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0116-2-Cmae,,,copies/L,199.3979805,3.09,,
11,,MaterialSample,3,PEI-23F-0116,11-PEI-23F-0116-3,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0116-3-Cmae,,,copies/L,185.4929372,3.09,,
11,,MaterialSample,1,PEI-23F-0117,11-PEI-23F-0117-1,,COI,,Carcinus maenas,,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carnicus,11-PEI-23F-0117-1-Cmae,,,copies/L,184.939134,3.09,,
